# Claims ledger, area 'mergers': the head-on merger, the spiral merger (merger or escape, plunge and collapse, the curvature wall), controls and systematics.
# Columns and rules: claims.py --help.  Extractors: extract_mergers.py (conventions in its docstring).  Anchors also cover re-quotes in the abstract, captions, GW section, Discussion and Limitations.
id	tex	num	tol	status	extractor	args	anchors	source	checked	note
clmControlOverlapLength	3.4	3.4		auto	expr	{"formula": "a-b", "a": {"fn": "mergers_death_time", "run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600"}, "b": {"fn": "mergers_restart_time", "run": "v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700"}}	over the $3.4$ units	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/run_tail.log and campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700/evolution_params.txt		60.445 - 57.0
clmControlOverlapStart	57.0	57.0		def	mergers_restart_time	{"run": "v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700"}		campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700/evolution_params.txt (amr.restart ...Chk05700; core_fill_from_time 57.0)		no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmControlOverlapEnd	60.4	60.4		auto	mergers_death_time	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600"}		campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/run_tail.log		60.445; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmControlMSixInner	0.013	0.013		auto	mergers_psi4_m6	{"a": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "b": "v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700", "radius": 20, "modes": ["20", "22"]}	agree to $0.013\%$ of peak	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600 vs campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700 Weyl4_mode_20/22.dat (SERIES README, M6 test)		worst over (2,0)/(2,2) of max |d(r psi4)| over t = 57.01-60.44 in % of the unfrozen arm's own peak: 0.0133 % ((2,0); (2,2) 0.0057 %)
clmControlMSixNext	5\times10^{-13}	5e-13		auto	mergers_psi4_m6	{"a": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "b": "v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700", "radius": 28, "modes": ["20", "22"], "fraction": true}	to $5\times10^{-13}$ of peak at	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600 vs campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700 Weyl4_mode_20/22.dat		2026-09-24 FINDINGS fix: at R = 28 the worst mode ((2,2)) differs by 1.0e-14 absolute = 5.1e-13 of the unfrozen arm's peak ((2,0): 6e-14 absolute); round-off
clmControlByteRows	2384	2384		auto	mergers_rows	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "file": "Weyl4_mode_22.dat", "t0": 36.0, "t1": 59.84}	over $2384$ output rows	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/Weyl4_mode_22.dat; campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/README.md point 4		counts the shared window t = 36.01-59.84 of the profiled arm; the byte identity itself cannot be re-checked: the predecessor v2_spiral_d12_p012_L128_lvl5_t100_r03600 was unpacked 2026-09-16 (a byte-exact prefix, registry)
clmControlDtMedium	0.05	0.05		def	param	{"run": "single_hold_dt005_t070", "key": "dt_multiplier"}	fail: a multiplier of $0.05$ departs fr	campaign/01_single_throat/hold/single_hold_dt005_t070/evolution_params.txt		anchors re-cut 2026-09-24 (feedback edits)
clmControlDtMediumDeparture	33	33	abs:1	auto	mergers_departure_time	{"ref": "single_hold_t100", "twin": "single_hold_dt005_t070"}	at $t\approx33$, and	campaign/01_single_throat/hold/single_hold_dt005_t070 vs campaign/01_single_throat/hold/single_hold_t100 constraint_norms.dat		first time the Hamiltonian norm differs from the dt = 0.02 reference by x2: 32.95 (registry: 'NOT the dt = 0.02 solution past t ~ 33'). The departure is criterion-dependent: max|K| is already x2 off at t = 28.2, the throat radius only leaves 1e-3 at t = 36. approximate (~ / \approx in the text): tolerance one unit of the last printed digit.
clmControlDtLarge	0.1	0.1		def	param	{"run": "single_hold_dt01_t070", "key": "dt_multiplier"}	and $0.1$ dies	campaign/01_single_throat/hold/single_hold_dt01_t070/evolution_params.txt		
clmControlDtLargeDeath	16	16		auto	mergers_death_time	{"run": "single_hold_dt01_t070"}	trolDtLarge$ dies at $t=16$.	campaign/01_single_throat/hold/single_hold_dt01_t070/run_tail.log		16.069; anchors re-cut 2026-09-24 (feedback edits)
clmControlFloorDecades	four	4		auto	mergers_psi4_decades	{"run": "single_eps_p1e2_t100", "radius": 14, "early_t1": 40, "late_t0": 80}		campaign/01_single_throat/seed/single_eps_p1e2_t100/psi4_mode_l2m0.dat (the spherical control of the quadrupole arms)		log10 of peak |r psi4(2,0)| after t = 80 over its peak up to t = 40 at R = 14: log10(1.8e-1/3.3e-5) = 3.7 (GPU_PLAN queue 2c / README numbers); no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmControlFloorInnerSphere	14	14		def	mergers_stream_radius	{"run": "single_eps_p1e2_t100", "file": "psi4_mode_l2m0.dat", "index": 0}		campaign/01_single_throat/seed/single_eps_p1e2_t100/psi4_mode_l2m0.dat header		the consumer's inner sphere on the L = 64 single-throat arms; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmControlFloorOuterSphere	30	30		def	mergers_stream_radius	{"run": "single_eps_p1e2_t100", "file": "psi4_mode_l2m0.dat", "index": 1}		campaign/01_single_throat/seed/single_eps_p1e2_t100/psi4_mode_l2m0.dat header		the consumer's outer sphere; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmControlFloorOuter	1.1\times10^{-3}	1.1e-3		auto	mergers_psi4_level	{"run": "single_eps_p1e2_t100", "radius": 30}		campaign/01_single_throat/seed/single_eps_p1e2_t100/psi4_mode_l2m0.dat		peak |r psi4(2,0)| at R = 30 over the whole record: 1.06e-3; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmHelferMinSepThree	4.6	4.6		auto	mergers_sep	{"run": "merge_twin_p012_helfer_t100", "what": "min"}		campaign/05_binary_spiral/p012/merge_twin_p012_helfer_t100/binary_throat_diagnostics.dat		4.556 at t = 36.25; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmHelferMinSepFour	4.9	4.9		auto	mergers_sep	{"run": "merge_twin_p012_helfer_lvl4_t100", "what": "min"}		campaign/05_binary_spiral/p012/merge_twin_p012_helfer_lvl4_t100/binary_throat_diagnostics.dat		4.940; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmHelferLevelFiveStop	32	32		auto	mergers_end_time	{"run": "merge_twin_p012_helfer_lvl5_t100"}		campaign/05_binary_spiral/p012/merge_twin_p012_helfer_lvl5_t100/run_tail.log		last ADVANCE 32.069; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmHelferLevelFiveSep	5.2	5.2		auto	mergers_sep	{"run": "merge_twin_p012_helfer_lvl5_t100", "what": "last"}		campaign/05_binary_spiral/p012/merge_twin_p012_helfer_lvl5_t100/binary_throat_diagnostics.dat		5.163 on the last row; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmHelferFlybyHamStart	3.2\times10^{-3}	3.2e-3		auto	mergers_value	{"run": "merge_orbit_flip_d12_p045_helfer_t090", "file": "constraint_norms.dat", "col": "L2_Ham", "t": 30}		campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_helfer_t090/constraint_norms.dat		3.18e-3 at t = 30, where the corrected fly-by departs from its plain twin (registry); the plain twin merge_orbit_flip_d12_p045_t200 holds 2.2e-3 over the same window. The Helfer arm's early record carries one-row spikes (0.77 at t = 12.85), so the window matters; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmHelferFlybyHamEnd	1.6\times10^{-2}	1.6e-2		auto	mergers_value	{"run": "merge_orbit_flip_d12_p045_helfer_t090", "file": "constraint_norms.dat", "col": "L2_Ham", "t": 37}		campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_helfer_t090/constraint_norms.dat		1.59e-2 at t = 37 (the record stops at 37.29); 'seven units' is the t = 30-37 window; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmGrtresnaErrorBefore	4.9	4.9		manual				research/merger/GPU_PLAN.md §2 checklist ('GRTresna outer boundary condition on psi_reg ... Robin, psi_robin_boundary, GRTresna 7ae07cd -- psi 4.89 % -> 0.68 %') and §3 queue row 3 ('DROPPED 2026-09-15')		an offline GRTresna solve at N = 64 against the exact drainhole; no solver output is packed; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmGrtresnaErrorAfter	0.7	0.7		manual				same GPU_PLAN lines as clmGrtresnaErrorBefore (0.68 %)		offline solve, not packed; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmRemnantRadiusMean	4.16	4.16	abs:0.01	auto	expr	{"formula": "(h+4.15)/2", "h": {"fn": "mergers_mots_value", "run": "merge_headon_flip_d8_v1_lvl3down_t100_r03500", "col": "R_mots", "t": 97}}	both end at $R\simeq4.16$	campaign/04_binary_headon/merge_headon_flip_d8_v1_lvl3down_t100_r03500/horizon_scan.dat (t = 97) and the spiral's manual 4.15 (research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)')		mean of the head-on 4.167 and the spiral 4.15 (manual clmSpiralRemnantRadius) = 4.159. approximate (~ / \approx in the text): tolerance one unit of the last printed digit.
clmSpiralFlowLeadWord	five	5		auto	expr	{"formula": "d-55.0", "d": {"fn": "mergers_death_time", "run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600"}}	eformation\%$ deformed, five time units || FlowBirthTime$, is only five units old a	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/run_tail.log minus the flow finder's t = 55.0 (manual)		the abstract's (and GW section's) form of clmSpiralFlowLead: 5.445; anchors re-cut 2026-09-24 (feedback edits)
clmHeadonBornArea	1.01	1.01		auto	expr	{"formula": "R/(2**0.5*S)", "R": {"fn": "first", "run": "merge_headon_flip_d8_v1_t100", "file": "horizon_offline_scan.dat", "col": "R_mots"}, "S": {"fn": "single_drainhole", "quantity": "R_min"}}	e two throats' area, $R=1.01\,\sqrt2R_\s	common MOTS at formation over sqrt(2) R_min: born with both throats' area		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonRemnantAreaShare	57	57		auto	expr	{"formula": "100*(r/S)**2/2", "r": {"fn": "mergers_mots_value", "run": "merge_headon_flip_d8_v1_lvl3down_t100_r03500", "col": "R_mots", "t": 97}, "S": {"fn": "single_drainhole", "quantity": "R_min"}}	ts value at formation: $57\%$ of the t	(R(t=97)/R_min)^2/2: the remnant's area over the two throats'		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonRemnantThroatRatio	1.07	1.07		auto	expr	{"formula": "r/S", "r": {"fn": "mergers_mots_value", "run": "merge_headon_flip_d8_v1_lvl3down_t100_r03500", "col": "R_mots", "t": 97}, "S": {"fn": "single_drainhole", "quantity": "R_min"}}	the two throats' area, $1.07\,R_\star$,	R(t=97)/R_min		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonRemnantOverSchw	4	4		auto	expr	{"formula": "100*(r/(2*M)-1)", "r": {"fn": "mergers_mots_value", "run": "merge_headon_flip_d8_v1_lvl3down_t100_r03500", "col": "R_mots", "t": 97}, "M": {"fn": "mergers_total_mass", "run": "merge_headon_flip_d8_v1_t100"}}	\,R_\star$, and within $4\%$ of $2M_{	R(t=97) over 2 M_ADM, minus one, percent		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonRadiusWobble	1	1		manual			per unit, with a ${\sim}1\%$ wobble a	grteclyn-wrapper/scripts/analysis/merger_feedback/headon_remnant.py: line+sine amplitude ~0.05 about the trend on the fill arms (~1%)		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonMassAsymptoteLo	2.01	2.01		manual			rm scans give $M_\infty=2.01$--$\clmHead	grteclyn-wrapper/scripts/analysis/merger_feedback/headon_remnant.py: M_inf of the exponential over other windows/arms (down-step t>=44: 2.012)		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonMassAsymptoteHi	2.15	2.15		manual			eadonMassAsymptoteLo$--$2.15$; since $2M	grteclyn-wrapper/scripts/analysis/merger_feedback/headon_remnant.py: M_inf, fill twin t>=36: 2.146		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonGwShare	1	1		manual			mDetEHeadon\,M$, about $1\%$ of what	grteclyn-wrapper/scripts/analysis/merger_feedback/headon_remnant.py: E_GW = 6.7e-3 (code units) against the horizon's loss R_form/2 - R(97)/2 = 0.70		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonEndRadius	4.1	4.1		manual			_{\rm GW}-E_\phi)\approx4.1$, a little	grteclyn-wrapper/scripts/analysis/merger_feedback/headon_remnant.py: 2 M_Bondi = 2(M_ADM - E_GW - E_phi) = 4.10-4.14 with E_phi at R = 10/18		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonFluxDropLo	15	15		manual			into the horizon falls $15$--$\clmHead	grteclyn-wrapper/scripts/analysis/merger_feedback/headon_remnant.py: l=1 phi^2 at R=10 falls 15x between t~45-55 and t~90-99		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonFluxDropHi	180	180		manual			\clmHeadonFluxDropLo$--$180$-fold, whil	grteclyn-wrapper/scripts/analysis/merger_feedback/headon_remnant.py: grid max phi^2 falls 180x over the same windows		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonRateDropLo	3	3		manual			scan's rates fall only $3$--$\clmHead	grteclyn-wrapper/scripts/analysis/merger_feedback/headon_remnant.py: |dM_MS/dt| falls 3.0x (0.0114 -> 0.0038)		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonRateDropHi	4	4		manual			\clmHeadonRateDropLo$--$4$-fold. The	grteclyn-wrapper/scripts/analysis/merger_feedback/headon_remnant.py: |dR/dt| falls 4.4x (0.024 -> 0.0054)		added 2026-09-24 (user feedback on the paper); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralPitSepLate	0.31	0.31		auto	value_at	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "file": "binary_throat_diagnostics.dat", "col": "c1", "t": 57}	ctified far side---lie $0.31$ apart, and || clmSpiralPitSepEarly$--$0.31$ apart, wit	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/binary_throat_diagnostics.dat col c1 (half-space chi-minima separation) at t = 57: 20 finest cells		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralPitSepEarly	0.34	0.34		auto	value_at	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "file": "binary_throat_diagnostics.dat", "col": "c1", "t": 55}	lowTimeThird$ they are $0.34$--$\clmSpir	same stream at t = 55		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralPitChiRatioLo	300	300		manual			te$ apart, with $\chi$ $300$--$\clmSpir	grteclyn-wrapper/scripts/analysis/merger_feedback/pit_throats.py on the kept level-5 plotfiles t = 55/56/57: chi midway between the pits over chi at the pits = 606/537/310		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralPitChiRatioHi	600	600		manual			mSpiralPitChiRatioLo$--$600$ times high	grteclyn-wrapper/scripts/analysis/merger_feedback/pit_throats.py (same)		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralMouthUpperLo	5.7	5.7		manual			reach down to $R\approx5.7$--$\clmSpir	grteclyn-wrapper/scripts/analysis/merger_feedback/pit_throats.py: smallest areal radius of spheres enclosing one pit only, t = 55/56/57: 5.65/5.78/5.90 (upper bounds; no shape-free search)		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralMouthUpperHi	5.9	5.9		manual			lmSpiralMouthUpperLo$--$5.9$, an upper	grteclyn-wrapper/scripts/analysis/merger_feedback/pit_throats.py (same)		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralNeckEarly	4.10	4.1		manual			enclosing the pair: $R=4.10$ at $t=\clm	campaign/05_binary_spiral/horizon/horizon_oriented_scan_t55-57.txt: common neck (areal minimum on spheres about the pits' midpoint), t = 55, level 3: 4.104		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralNeckTime	60	60		manual			SpiralOpenThroat$ at $t=60$, about one	campaign/05_binary_spiral/horizon/horizon_oriented_scan_t58-60.txt: the neck R = 3.878 (level 3) / 3.872 (level 5) is the production chain's t = 60 value		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmTwoThroatRadius	5.50	5.5		def	expr	{"formula": "2**0.5*S", "S": {"fn": "single_drainhole", "quantity": "R_min"}}	uld have $\sqrt2R_\star=5.50$: the newbo	closed form: sqrt(2) R_min, the radius of a sphere with both throats' area		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralMotsThroatRatio	1.24	1.24		manual			newborn common MOTS is $1.24\,R_\star$,	clmSpiralFlowRadiusBirth / clmRstar = 4.83/3.8895		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralMotsAreaShare	0.77	0.77		manual			ThroatRatio\,R_\star$, $0.77$ of the two	(clmSpiralFlowRadiusBirth/clmRstar)^2/2		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralMotsBelowHeadon	13	13		manual			two throats' area and $13\%$ smaller	1 - clmSpiralFlowRadiusBirth/clmHeadonMotsRadius = 1 - 4.83/5.564, percent		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmSpiralRemnantThroatRatio	1.07	1.07		manual			on, and the remnant is $1.07\,R_\star$,	clmSpiralRemnantRadius / clmRstar = 4.15/3.8895		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmGaugeEtaWallLag	6.3	6.3		auto	expr	{"formula": "d-c", "d": {"fn": "mergers_death_time", "run": "merge_twin_p012_eta4_t100"}, "c": {"fn": "mergers_first_time", "run": "merge_twin_p012_eta4_t100", "file": "collapse_diagnostics.dat", "col": "min_chi", "op": "<=", "threshold": 1.0001e-08}}	ws its $\chi$ floor by $6.3$ units agai	clmGaugeEtaDeath - clmGaugeEtaChiFloor		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmGaugeStandardWallLag	7.2	7.2		auto	expr	{"formula": "d-c", "d": {"fn": "mergers_death_time", "run": "merge_orbit_flip_d12_r03000"}, "c": {"fn": "mergers_first_time", "run": "merge_orbit_flip_d12_r03000", "file": "collapse_diagnostics.dat", "col": "min_chi", "op": "<=", "threshold": 1.0001e-08}}	WallLag$ units against $7.2$---not beca	clmGaugeStandardDeath - clmGaugeStandardChiFloor		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmWallLevelThreeLo	52.1	52.1		manual			el-3 wall arrives at $t=52.1$--$\clmWall	grteclyn-wrapper/scripts/analysis/merger_feedback/wall_vs_momentum.py: level-3 deaths across the momentum scan (L = 64) 52.07/53.35/52.09/52.98 at p = 0.12/0.15/0.20/0.25		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmWallLevelThreeHi	53.4	53.4		manual			\clmWallLevelThreeLo$--$53.4$ with no tr	grteclyn-wrapper/scripts/analysis/merger_feedback/wall_vs_momentum.py (same)		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmWallKLo	0.71	0.71		manual			arms dying at $\max|K|=0.71$--$\clmWall	grteclyn-wrapper/scripts/analysis/merger_feedback/wall_vs_momentum.py: max|K| one unit before the level-5 NaN, p = 0.15/0.20/0.25: 0.94/0.71/1.05		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmWallKHi	1.05	1.05		manual			$\max|K|=\clmWallKLo$--$1.05$; and the h	grteclyn-wrapper/scripts/analysis/merger_feedback/wall_vs_momentum.py (same)		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmHeadonKPeak	1.36	1.36		manual			ad-on passes a peak of $1.36$ and surviv	grteclyn-wrapper/scripts/analysis/merger_feedback/wall_vs_momentum.py: the level-5 head-on's max|K| peak (t = 31.5), which it survives		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
clmWallGainProd	3.5	3.5		manual			to 5 moves the wall by $3.5$ units at $	grteclyn-wrapper/scripts/analysis/merger_feedback/wall_vs_momentum.py: level 3 -> 5 moves the p = 0.12 wall 52.07 -> 55.60 (L = 64, restart t = 50)		added 2026-09-24 (user feedback on the paper; D2 spiral analysis); anchors re-cut 2026-09-24 (feedback edits)
